"","Comptes","Duree_credit","Historique_credit","Objet_credit","Montant_credit","Epargne","Anciennete_emploi","Taux_effort","Situation_familiale","Garanties","Anciennete_domicile","Biens","Age","Autres_credits","Statut_domicile","Nb_credits","Type_emploi","Nb_pers_charge","Telephone","Cible","Cle"
"907","1",21,"A32","A40",3763,"0","4",2,"A93","A102",2,"A121",24,"A143","A152",1,"A172","1","A191","0",907
"908","2",36,"A32","A46",3711,"0","3",2,"A94","A101",2,"A123",27,"A143","A152",1,"A173","1","A191","0",908
"909","4",15,"A33","A41",3594,"1","2",1,"A92","A101",2,"A122",46,"A143","A152",2,"A172","1","A191","0",909
"910","2",9,"A32","A40",3195,"0","3",1,"A92","A101",2,"A121",33,"A143","A152",1,"A172","1","A191","0",910
"911","4",36,"A33","A43",4454,"1","3",4,"A92","A101",4,"A121",34,"A143","A152",2,"A173","1","A191","0",911
"912","2",24,"A34","A42",4736,"1","2",2,"A92","A101",4,"A123",25,"A141","A152",1,"A172","1","A191","1",912
"913","2",30,"A32","A43",2991,"0","5",2,"A92","A101",4,"A123",25,"A143","A152",1,"A173","1","A191","0",913
"914","4",11,"A32","A49",2142,"4","5",1,"A91","A101",2,"A121",28,"A143","A152",1,"A173","1","A192","0",914
"915","1",24,"A31","A49",3161,"1","3",4,"A93","A101",2,"A122",31,"A143","A151",1,"A173","1","A192","1",915
"916","2",48,"A30","A410",18424,"1","3",1,"A92","A101",2,"A122",32,"A141","A152",1,"A174","1","A192","1",916
"917","4",10,"A32","A41",2848,"2","3",1,"A93","A102",2,"A121",32,"A143","A152",1,"A173","2","A191","0",917
"918","1",6,"A32","A40",14896,"1","5",1,"A93","A101",4,"A124",68,"A141","A152",1,"A174","1","A192","1",918
"919","1",24,"A32","A42",2359,"2","1",1,"A91","A101",1,"A122",33,"A143","A152",1,"A173","1","A191","1",919
"920","1",24,"A32","A42",3345,"1","5",4,"A93","A101",2,"A122",39,"A143","A151",1,"A174","1","A192","1",920
"921","4",18,"A34","A42",1817,"1","3",4,"A92","A101",2,"A124",28,"A143","A152",2,"A173","1","A191","0",921
"922","4",48,"A33","A43",12749,"3","4",4,"A93","A101",1,"A123",37,"A143","A152",1,"A174","1","A192","0",922
"923","1",9,"A32","A43",1366,"1","2",3,"A92","A101",4,"A122",22,"A143","A151",1,"A173","1","A191","1",923
"924","2",12,"A32","A40",2002,"1","4",3,"A93","A101",4,"A122",30,"A143","A151",1,"A173","2","A192","0",924
"925","1",24,"A31","A42",6872,"1","2",2,"A91","A101",1,"A122",55,"A141","A152",1,"A173","1","A192","1",925
"926","1",12,"A31","A40",697,"1","2",4,"A93","A101",2,"A123",46,"A141","A152",2,"A173","1","A192","1",926
"927","1",18,"A34","A42",1049,"1","2",4,"A92","A101",4,"A122",21,"A143","A151",1,"A173","1","A191","0",927
"928","1",48,"A32","A41",10297,"1","4",4,"A93","A101",4,"A124",39,"A142","A153",3,"A173","2","A192","1",928
"929","4",30,"A32","A43",1867,"0","5",4,"A93","A101",4,"A123",58,"A143","A152",1,"A173","1","A192","0",929
"930","1",12,"A33","A40",1344,"1","3",4,"A93","A101",2,"A121",43,"A143","A152",2,"A172","2","A191","0",930
"931","1",24,"A32","A42",1747,"1","2",4,"A93","A102",1,"A122",24,"A143","A152",1,"A172","1","A191","0",931
"932","2",9,"A32","A43",1670,"1","2",4,"A92","A101",2,"A123",22,"A143","A152",1,"A173","1","A192","1",932
"933","4",9,"A34","A40",1224,"1","3",3,"A93","A101",1,"A121",30,"A143","A152",2,"A173","1","A191","0",933
"934","4",12,"A34","A43",522,"3","5",4,"A93","A101",4,"A122",42,"A143","A152",2,"A173","2","A192","0",934
"935","1",12,"A32","A43",1498,"1","3",4,"A92","A101",1,"A123",23,"A141","A152",1,"A173","1","A191","0",935
"936","2",30,"A33","A43",1919,"2","2",4,"A93","A101",3,"A124",30,"A142","A152",2,"A174","1","A191","1",936
"937","3",9,"A32","A43",745,"1","3",3,"A92","A101",2,"A121",28,"A143","A152",1,"A172","1","A191","1",937
"938","2",6,"A32","A43",2063,"1","2",4,"A94","A101",3,"A123",30,"A143","A151",1,"A174","1","A192","0",938
"939","2",60,"A32","A46",6288,"1","3",4,"A93","A101",4,"A124",42,"A143","A153",1,"A173","1","A191","1",939
"940","4",24,"A34","A41",6842,"0","3",2,"A93","A101",4,"A122",46,"A143","A152",2,"A174","2","A192","0",940
"941","4",12,"A32","A40",3527,"0","2",2,"A93","A101",3,"A122",45,"A143","A152",1,"A174","2","A192","0",941
"942","4",10,"A32","A40",1546,"1","3",3,"A93","A101",2,"A121",31,"A143","A152",1,"A172","2","A191","0",942
"943","4",24,"A32","A42",929,"0","4",4,"A93","A101",2,"A123",31,"A142","A152",1,"A173","1","A192","0",943
"944","4",4,"A34","A40",1455,"1","4",2,"A93","A101",1,"A121",42,"A143","A152",3,"A172","2","A191","0",944
"945","1",15,"A32","A42",1845,"1","2",4,"A92","A103",1,"A122",46,"A143","A151",1,"A173","1","A191","0",945
"946","2",48,"A30","A40",8358,"3","2",1,"A92","A101",1,"A123",30,"A143","A152",2,"A173","1","A191","0",946
"947","1",24,"A31","A42",3349,"3","2",4,"A93","A101",4,"A124",30,"A143","A153",1,"A173","2","A192","1",947
"948","4",12,"A32","A40",2859,"0","1",4,"A93","A101",4,"A124",38,"A143","A152",1,"A174","1","A192","0",948
"949","4",18,"A32","A42",1533,"1","2",4,"A94","A102",1,"A122",43,"A143","A152",1,"A172","2","A191","1",949
"950","4",24,"A32","A43",3621,"2","5",2,"A93","A101",4,"A123",31,"A143","A152",2,"A173","1","A191","1",950
"951","2",18,"A34","A49",3590,"1","1",3,"A94","A101",3,"A123",40,"A143","A152",3,"A171","2","A192","0",951
"952","1",36,"A33","A49",2145,"1","4",2,"A93","A101",1,"A123",24,"A143","A152",2,"A173","1","A192","1",952
"953","2",24,"A32","A41",4113,"3","2",3,"A92","A101",4,"A123",28,"A143","A151",1,"A173","1","A191","1",953
"954","4",36,"A32","A42",10974,"1","1",4,"A92","A101",2,"A123",26,"A143","A152",2,"A174","1","A192","1",954
"955","1",12,"A32","A40",1893,"1","3",4,"A92","A103",4,"A122",29,"A143","A152",1,"A173","1","A192","0",955
"956","1",24,"A34","A43",1231,"4","5",4,"A92","A101",4,"A122",57,"A143","A151",2,"A174","1","A192","0",956
"957","3",30,"A34","A43",3656,"0","5",4,"A93","A101",4,"A122",49,"A142","A152",2,"A172","1","A191","0",957
"958","2",9,"A34","A43",1154,"1","5",2,"A93","A101",4,"A121",37,"A143","A152",3,"A172","1","A191","0",958
"959","1",28,"A32","A40",4006,"1","3",3,"A93","A101",2,"A123",45,"A143","A152",1,"A172","1","A191","1",959
"960","2",24,"A32","A42",3069,"2","5",4,"A93","A101",4,"A124",30,"A143","A153",1,"A173","1","A191","0",960
"961","4",6,"A34","A43",1740,"1","5",2,"A94","A101",2,"A121",30,"A143","A151",2,"A173","1","A191","0",961
"962","2",21,"A33","A40",2353,"1","3",1,"A91","A101",4,"A122",47,"A143","A152",2,"A173","1","A191","0",962
"963","4",15,"A32","A40",3556,"0","3",3,"A93","A101",2,"A124",29,"A143","A152",1,"A173","1","A191","0",963
"964","4",24,"A32","A43",2397,"3","5",3,"A93","A101",2,"A123",35,"A141","A152",2,"A173","1","A192","1",964
"965","2",6,"A32","A45",454,"1","2",3,"A94","A101",1,"A122",22,"A143","A152",1,"A172","1","A191","0",965
"966","2",30,"A32","A43",1715,"0","3",4,"A92","A101",1,"A123",26,"A143","A152",1,"A173","1","A191","0",966
"967","2",27,"A34","A43",2520,"3","3",4,"A93","A101",2,"A122",23,"A143","A152",2,"A172","1","A191","1",967
"968","4",15,"A32","A43",3568,"1","5",4,"A92","A101",2,"A123",54,"A141","A151",1,"A174","1","A192","0",968
"969","4",42,"A32","A43",7166,"0","4",2,"A94","A101",4,"A122",29,"A143","A151",1,"A173","1","A192","0",969
"970","1",11,"A34","A40",3939,"1","3",1,"A93","A101",2,"A121",40,"A143","A152",2,"A172","2","A191","0",970
"971","2",15,"A32","A45",1514,"2","3",4,"A93","A103",2,"A121",22,"A143","A152",1,"A173","1","A191","0",971
"972","4",24,"A32","A40",7393,"1","3",1,"A93","A101",4,"A122",43,"A143","A152",1,"A172","2","A191","0",972
"973","1",24,"A31","A40",1193,"1","1",1,"A92","A102",4,"A124",29,"A143","A151",2,"A171","1","A191","1",973
"974","1",60,"A32","A49",7297,"1","5",4,"A93","A102",4,"A124",36,"A143","A151",1,"A173","1","A191","1",974
"975","4",30,"A34","A43",2831,"1","3",4,"A92","A101",2,"A123",33,"A143","A152",1,"A173","1","A192","0",975
"976","3",24,"A32","A43",1258,"3","3",3,"A92","A101",3,"A123",57,"A143","A152",1,"A172","1","A191","0",976
"977","2",6,"A32","A43",753,"1","3",2,"A92","A103",3,"A121",64,"A143","A152",1,"A173","1","A191","0",977
"978","2",18,"A33","A49",2427,"0","5",4,"A93","A101",2,"A122",42,"A143","A152",2,"A173","1","A191","0",978
"979","4",24,"A33","A40",2538,"1","5",4,"A93","A101",4,"A123",47,"A143","A152",2,"A172","2","A191","1",979
"980","2",15,"A31","A40",1264,"2","3",2,"A94","A101",2,"A122",25,"A143","A151",1,"A173","1","A191","1",980
"981","2",30,"A34","A42",8386,"1","4",2,"A93","A101",2,"A122",49,"A143","A152",1,"A173","1","A191","1",981
"982","4",48,"A32","A49",4844,"1","1",3,"A93","A101",2,"A123",33,"A141","A151",1,"A174","1","A192","1",982
"983","3",21,"A32","A40",2923,"2","3",1,"A92","A101",1,"A123",28,"A141","A152",1,"A174","1","A192","0",983
"984","1",36,"A32","A41",8229,"1","3",2,"A93","A101",2,"A122",26,"A143","A152",1,"A173","2","A191","1",984
"985","4",24,"A34","A42",2028,"1","4",2,"A93","A101",2,"A122",30,"A143","A152",2,"A172","1","A191","0",985
"986","1",15,"A34","A42",1433,"1","3",4,"A92","A101",3,"A122",25,"A143","A151",2,"A173","1","A191","0",986
"987","3",42,"A30","A49",6289,"1","2",2,"A91","A101",1,"A122",33,"A143","A152",2,"A173","1","A191","0",987
"988","4",13,"A32","A43",1409,"2","1",2,"A92","A101",4,"A121",64,"A143","A152",1,"A173","1","A191","0",988
"989","1",24,"A32","A41",6579,"1","1",4,"A93","A101",2,"A124",29,"A143","A153",1,"A174","1","A192","0",989
"990","2",24,"A34","A43",1743,"1","5",4,"A93","A101",2,"A122",48,"A143","A152",2,"A172","1","A191","0",990
"991","4",12,"A34","A46",3565,"0","2",2,"A93","A101",1,"A122",37,"A143","A152",2,"A172","2","A191","0",991
"992","4",15,"A31","A43",1569,"2","5",4,"A93","A101",4,"A123",34,"A141","A152",1,"A172","2","A191","0",992
"993","1",18,"A32","A43",1936,"0","4",2,"A94","A101",4,"A123",23,"A143","A151",2,"A172","1","A191","0",993
"994","1",36,"A32","A42",3959,"1","1",4,"A93","A101",3,"A122",30,"A143","A152",1,"A174","1","A192","0",994
"995","4",12,"A32","A40",2390,"0","5",4,"A93","A101",3,"A123",50,"A143","A152",1,"A173","1","A192","0",995
"996","4",12,"A32","A42",1736,"1","4",3,"A92","A101",4,"A121",31,"A143","A152",1,"A172","1","A191","0",996
"997","1",30,"A32","A41",3857,"1","3",4,"A91","A101",4,"A122",40,"A143","A152",1,"A174","1","A192","0",997
"998","4",12,"A32","A43",804,"1","5",4,"A93","A101",4,"A123",38,"A143","A152",1,"A173","1","A191","0",998
"999","1",45,"A32","A43",1845,"1","3",4,"A93","A101",4,"A124",23,"A143","A153",1,"A173","1","A192","1",999
"1000","2",45,"A34","A41",4576,"2","1",3,"A93","A101",4,"A123",27,"A143","A152",1,"A173","1","A191","0",1000
